TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ACHV;2,02;;-2,20;9,86;3,70;;;;-2,27;-1,97;0,30;-1,29;;5,67;-42,98;3,51;-449,07;-168,73;-220,41;0,38;0,62;0,00;;;;0,21;-0,93;-0,03;101.357.604,00
ACI;22,19;1,09;11,94;3,75;0,47;27,79;2,15;1,33;7,37;11,74;4,37;2,22;0,16;-18,35;-0,63;0,90;31,41;3,98;13,64;0,13;0,87;3,00;5,18;15,50;;5,88;1,85;-0,38;12.701.042.794,00
ACIA;114,99;;71,00;7,39;5,88;48,37;11,97;12,55;74,48;67,54;-6,95;-0,69;8,91;9,83;-25,15;4,56;10,41;8,28;9,43;0,80;0,20;0,66;26,01;80,21;;15,56;1,62;0,52;4.884.783.364,29
ACIC;11,04;;7,24;2,04;0,46;49,35;35,89;24,31;4,90;4,62;-0,28;-0,12;1,76;;-0,46;;28,16;6,34;18,18;0,22;0,78;0,26;-79,53;;;5,40;1,52;-0,07;531.887.400,00
ACIC.U;10,10;;6,65;1,87;0,42;49,35;35,89;24,31;4,50;4,62;-0,28;-0,12;1,62;;-0,42;;28,16;6,34;18,18;0,22;0,78;0,26;-79,53;;;5,40;1,52;-0,07;531.887.400,00
ACIC.WS;1,68;;1,11;0,31;0,07;49,35;35,89;24,31;0,75;4,62;-0,28;-0,12;0,27;;-0,07;;28,16;6,34;18,18;0,22;0,78;0,26;-79,53;;;5,40;1,52;-0,01;531.887.400,00
ACIU;2,00;;-0,01;1,02;0,94;100,00;-120,53;-68,16;-0,01;0,00;0,00;-0,74;0,01;1,44;-3,34;10,85;-10.513,15;-9.720,26;-18.589,88;0,92;0,08;142,60;-23,45;;;1,96;-205,59;0,00;200.194.000,00
ACIW;45,95;;17,87;3,25;1,51;51,34;23,77;16,12;12,12;13,67;1,55;0,42;2,88;11,93;-2,42;1,50;18,19;8,42;14,51;0,46;0,54;0,52;4,85;24,81;;14,13;2,57;0,21;4.821.185.616,00
ACLS;71,89;;12,98;2,25;1,72;44,61;21,90;18,58;11,01;8,42;-2,59;-0,53;2,41;2,53;-10,19;5,56;17,33;13,28;17,14;0,77;0,23;0,71;24,31;63,82;;31,97;5,54;-0,45;2.309.789.755,00
ACM;115,94;0,41;24,88;6,72;1,30;7,09;6,43;3,85;14,89;15,79;0,90;0,41;0,96;16,77;-3,17;1,15;27,01;5,24;18,09;0,19;0,81;1,36;3,38;;;17,27;4,67;-0,01;15.358.776.654,00
ACMR;27,29;;16,44;1,85;0,91;49,23;21,43;13,28;10,19;8,80;-1,39;-0,25;2,18;1,91;-4,54;2,46;11,23;5,51;11,63;0,49;0,51;0,41;48,71;40,55;;14,86;1,67;-0,16;1.751.803.235,00
ACN;302,64;0,91;23,73;6,17;2,98;32,07;15,64;11,61;17,61;17,19;-0,42;-0,15;2,75;21,81;-5,25;1,46;26,01;12,55;23,21;0,48;0,50;1,08;8,47;8,74;;49,06;12,76;1,66;188.624.711.668,00
ACNB;44,63;2,89;18,99;1,22;0,14;0,00;30,54;17,22;10,71;-3,24;-13,94;-1,59;3,27;;-0,14;;6,41;0,76;8,69;0,12;0,88;0,04;8,55;6,07;;36,94;2,37;-1,21;471.002.289,00
ACND;9,52;;-10.948,00;98,53;1,19;;;;-1.831,45;-1.828,87;2,58;-0,14;;862,80;-1,19;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.U;10,32;;-11.868,00;106,81;1,29;;;;-1.985,35;-1.828,87;2,58;-0,14;;935,31;-1,29;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.WS;1,45;;-1.667,50;15,01;0,18;;;;-278,95;-1.828,87;2,58;-0,14;;131,41;-0,18;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACOR;0,73;;0,00;-0,01;0,01;87,01;-224,84;-214,95;0,00;-0,59;-0,59;;0,01;-0,01;-0,03;0,33;-160,08;-232,99;-1.091,48;-1,46;2,46;1,08;-24,24;;;-127,17;-203,57;0,00;906.733,00
ACRS;1,46;;-1,22;1,10;0,80;86,00;-732,46;-732,46;-1,22;-0,41;0,81;-0,73;8,95;1,82;-1,78;5,06;-90,38;-65,73;-90,38;0,73;0,27;0,09;34,66;;;1,33;-1,20;-0,02;159.173.364,00
ACRX;0,85;;-0,67;0,79;0,62;-21,02;-1.061,42;-997,85;-0,63;-0,04;0,59;-0,73;6,73;1,33;-1,63;4,04;-116,70;-91,84;-124,15;0,79;0,21;0,09;-26,03;;;1,08;-1,26;0,00;14.409.455,00
ACST;3,41;;-3,02;0,58;0,50;;;;-2,52;-1,32;1,20;-0,28;;1,94;-0,70;7,86;-19,28;-16,42;-25,64;0,85;0,15;0,00;;;;5,85;-1,13;0,04;34.577.059,00
ACTC;18,09;;-9.804,64;125,50;2,24;;;;-9.804,64;-9.773,62;31,02;-0,40;;468,63;-2,26;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCU;20,42;;-11.067,48;141,66;2,53;;;;-11.067,48;-9.773,62;31,02;-0,40;;528,99;-2,55;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCW;6,01;;-3.257,37;41,69;0,74;;;;-3.257,37;-9.773,62;31,02;-0,40;;155,69;-0,75;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTG;3,73;;-31,05;0,67;0,45;34,46;0,60;-5,21;271,66;106,72;-164,95;-0,40;1,62;0,92;-1,07;6,16;-2,14;-1,45;-0,37;0,67;0,33;0,28;61,17;;;5,62;-0,12;0,26;359.682.158,00
ADAP;0,24;;-0,91;-1,70;0,40;99,47;-33,98;-38,91;-1,04;-0,48;0,56;;0,35;1,23;-1,16;2,02;-186,74;-44,22;538,08;-0,24;1,24;1,14;175,49;;;-0,14;-0,26;0,02;63.612.384,00
ADBE;377,91;;23,33;14,00;5,70;89,25;37,82;30,39;18,75;18,80;0,05;0,04;7,09;-2.627,26;-8,38;0,99;60,00;24,44;40,31;0,41;0,59;0,80;24,12;26,83;;26,99;16,19;0,22;160.262.760.000,00
ADCT;2,71;;-1,81;-1,14;1,00;92,75;-130,41;-197,64;-2,75;-1,93;0,82;;3,58;1,36;-18,68;4,46;-62,90;-54,98;79,61;-0,87;1,87;0,28;97,79;;;-2,40;-1,51;0,24;271.748.542,00
ADES;3,40;;-6,03;0,65;0,49;25,19;-17,25;-19,80;-6,92;-5,00;1,92;-0,18;1,19;1,62;-0,81;4,15;-10,73;-8,11;-8,43;0,76;0,24;0,41;17,82;;;5,25;-0,56;0,00;112.815.060,00
ADI;242,74;1,56;36,58;3,41;2,49;64,01;31,47;26,94;31,31;32,86;1,55;0,17;9,85;102,50;-2,73;1,37;9,32;6,79;8,42;0,73;0,27;0,25;-72,50;-73,94;;71,67;6,68;1,78;121.258.247.670,00
ADIL;0,32;;-0,27;1,15;0,71;;;;-0,27;-0,01;0,26;-1,11;;1,88;-2,98;1,99;-420,78;-259,35;-420,78;0,62;0,38;0,00;;;;0,27;-1,13;-0,09;2.449.217,00
ADM;55,12;2,74;19,36;1,20;0,50;6,32;2,89;1,63;10,92;12,29;1,36;0,15;0,32;3,43;-1,04;1,38;6,18;2,56;6,18;0,41;0,58;1,57;5,76;5,47;;46,04;2,84;-0,35;26.448.772.500,00
ADMA;18,09;;20,89;11,57;8,46;52,58;33,28;45,01;28,25;28,25;0,01;0,00;9,40;14,48;-27,20;6,58;55,37;40,50;19,48;0,73;0,27;0,90;70,79;;;1,56;0,87;0,00;4.318.701.678,00
ADMP;0,78;;-0,29;-0,75;0,80;-28,82;-495,00;-495,89;-0,29;-0,17;0,13;;1,44;-1,35;-4,77;0,58;-258,90;-276,19;258,46;-1,07;2,05;0,56;-18,31;;;-1,03;-2,68;0,01;7.300.098,00
ADMS;8,22;;-6,00;-17,42;2,61;97,64;-55,47;-71,11;-7,69;-8,63;-0,94;;4,27;4,47;-10,46;4,53;-290,23;-43,55;-45,54;-0,15;1,15;0,61;107,92;;;-0,47;-1,37;-7,42;376.369.140,00
ADNT;22,42;;-7,01;1,13;0,22;6,46;0,70;-1,86;18,53;34,79;16,26;0,99;0,13;4,89;-0,40;1,11;-16,16;-3,11;0,67;0,19;0,76;1,67;-2,33;;;19,66;-3,18;0,03;1.871.889.848,00
ADOC;2,87;;-5,20;-1,67;1,09;;;;-5,29;-5,29;0,01;;;-1,67;-1,09;0,01;-32,07;-20,96;31,49;-0,65;0,66;0,00;;;;-1,72;-0,55;0,07;10.389.974,00
ADOCR;0,26;;-0,47;-0,15;0,10;;;;-0,48;-5,29;0,01;;;-0,15;-0,10;0,01;-32,07;-20,96;31,49;-0,65;0,66;0,00;;;;-1,72;-0,55;0,01;10.389.974,00
ADOCW;0,04;;-0,07;-0,02;0,02;;;;-0,07;-5,29;0,01;;;-0,02;-0,02;0,01;-32,07;-20,96;31,49;-0,65;0,66;0,00;;;;-1,72;-0,55;0,00;10.389.974,00
ADP;308,87;1,95;31,37;21,42;2,22;45,99;27,98;19,79;22,19;22,42;0,23;0,22;6,21;181,41;-12,65;1,02;68,29;7,08;45,16;0,10;0,90;0,36;6,36;10,35;;14,42;9,85;-0,40;125.430.114.300,00
ADPT;11,59;;-12,46;9,28;3,46;62,53;-68,80;-74,84;-13,55;-12,07;1,48;-1,02;9,32;10,47;-6,95;2,92;-74,49;-27,76;-68,48;0,37;0,63;0,37;16,04;;;1,25;-0,93;0,37;1.766.791.221,00
ADSK;316,71;;67,05;25,93;6,41;90,53;20,62;15,94;51,84;52,03;0,19;0,09;10,69;-39,82;-9,21;0,65;38,67;9,56;20,63;0,25;0,75;0,60;13,37;38,97;;12,23;4,73;44,57;67.856.777.065,00
ADT;8,49;1,94;12,96;1,97;0,45;82,06;25,38;11,05;5,64;11,76;6,12;2,14;1,43;-27,45;-0,48;0,77;15,20;3,47;9,38;0,23;0,77;0,31;-0,90;;;4,32;0,66;-0,71;7.127.069.460,00
ADTN;9,55;;-5,47;5,53;0,64;36,96;-8,79;-14,87;-9,26;-10,33;-1,07;0,64;0,81;2,49;-1,32;2,02;-101,08;-11,77;-33,00;0,12;0,53;0,79;11,72;;;1,74;-1,76;0,07;768.584.736,00
ADTX;1,18;;-0,09;0,17;0,09;-923,64;-44.083,64;-56.972,73;-0,12;-0,22;-0,10;0,15;50,83;-0,20;-0,09;0,08;-188,89;-100,36;-124,03;0,53;0,47;0,00;;;;6,82;-12,89;0,00;2.795.880,00
ADUS;111,21;;25,88;2,05;1,45;32,56;9,41;6,52;17,93;18,82;0,89;0,10;1,69;18,60;-1,78;1,74;7,94;5,61;7,37;0,71;0,29;0,86;12,22;23,87;;54,10;4,29;1,28;2.044.324.001,00
ADV;1,57;;-1,36;0,74;0,17;14,09;-7,91;-10,71;-1,84;-7,37;-5,53;2,22;0,15;1,17;-0,24;1,99;-54,31;-12,54;-13,42;0,23;0,77;1,17;;;;2,14;-1,16;0,00;512.412.960,00
ADVM;2,22;;-0,31;1,76;0,34;100,00;-15.079,90;-15.079,90;-0,31;0,24;0,55;-3,14;46,59;0,72;-0,97;3,57;-570,73;-109,55;-570,73;0,19;0,81;0,01;31,95;;;1,26;-7,22;-0,01;46.586.261,00
ADVWW;0,01;;-0,01;0,00;0,00;14,09;-7,91;-10,71;-0,01;-7,37;-5,53;2,22;0,00;0,01;0,00;1,99;-54,31;-12,54;-13,42;0,23;0,77;1,17;;;;2,14;-1,16;0,00;512.412.960,00
ADX;21,76;13,03;185,87;2,09;2,05;100,00;0,00;53,31;;;;0,00;99,09;-567,91;-2,05;0,16;1,13;1,10;;0,98;0,02;0,02;1,51;42,97;;10,41;0,12;-4,86;2.419.279.136,23
ADXN;9,08;;-0,43;1,37;0,82;100,00;-1.369,85;-1.394,12;-0,44;-0,03;0,41;-1,28;6,01;1,41;-21,52;2,55;-316,80;-191,02;-311,28;0,60;0,40;0,14;-30,47;;;6,65;-21,06;-0,01;9.707.428,00
ADXS;0,12;;-0,11;-0,21;0,31;0,00;-399.876,92;-369.784,62;-0,10;-0,16;-0,06;;393,17;-0,29;-0,56;0,30;-196,88;-289,96;343,43;-1,47;2,47;0,00;-70,74;;;-0,57;-1,13;0,00;5.111.268,00
AEE;95,80;2,14;21,42;2,12;0,57;47,15;25,15;15,31;13,04;22,89;9,86;1,60;3,28;-63,52;-0,60;0,86;9,90;2,65;5,96;0,27;0,73;0,17;5,22;7,38;;45,21;4,48;4,03;25.914.340.932,00
AEGN;29,99;;-31,39;2,30;1,04;22,94;-0,29;-3,24;-347,72;-393,53;-45,81;0,30;1,02;3,70;-2,20;2,14;-7,34;-3,31;-0,63;0,45;0,55;1,02;-9,54;;;13,02;-0,96;-0,53;922.491.320,36
AEHL;3,08;;-0,21;0,43;0,24;-3,79;-9,37;-40,54;-0,92;-1,33;-0,41;0,19;0,09;0,48;-1,14;2,65;-202,26;-111,81;-39,58;0,55;0,45;2,76;16,00;;;7,00;-14,17;0,01;10.324.776,00
AEHR;15,10;;19,57;3,60;3,07;45,72;2,96;37,17;245,97;229,79;-16,18;-0,24;7,27;5,91;-8,30;5,71;18,40;15,69;-15,47;0,85;0,15;0,42;25,75;;;4,17;0,77;-0,20;447.166.428,00
AEIS;137,65;0,29;70,31;4,20;2,25;36,36;6,20;4,72;53,46;51,83;-1,63;-0,13;3,32;4,72;-5,82;4,43;5,98;3,19;5,34;0,53;0,47;0,68;13,44;-3,55;;32,67;1,95;-0,70;5.168.580.204,00
AEL;56,29;;23,69;1,48;0,06;79,37;12,28;6,65;12,83;11,94;-0,89;-0,10;1,58;;-0,06;;6,24;0,24;2,11;0,04;0,96;0,04;-71,64;225,31;;38,08;2,38;0,09;4.469.426.000,00
AEM;120,32;1,00;108,58;2.804,29;1.983,72;53,94;25,79;10,57;44,48;44,48;0,00;0,00;11,47;35.800,74;-2.194,02;2,37;2.582,81;1.827,04;3.989,35;0,71;0,29;172,92;27,13;31,99;;0,04;1,11;-8,11;60.690.057.792,00
AEMD;1,22;;-1,43;3,74;2,60;;;;-1,43;-1,02;0,41;-1,07;;4,73;-13,58;3,13;-261,28;-181,90;-261,09;0,70;0,30;0,00;;;;0,32;-0,83;-0,15;19.142.102,00
AENZ;1,94;;-5,75;0,33;0,10;10,95;6,19;-2,71;2,51;3,77;1,25;0,17;0,16;1,55;-0,19;1,18;-5,77;-1,82;5,97;0,32;0,68;0,67;-1,39;;;5,85;-0,34;0,04;154.809.478,00
AEO;10,15;2,47;8,04;993,40;458,19;37,75;6,15;4,30;5,62;-1.143,92;-1.149,54;-203.163,80;0,35;0,00;-708,73;0,00;12.355,87;5.698,87;13.297,04;0,46;0,54;1.325,83;5,62;-9,33;;0,01;1,26;0,10;1.755.206.866,00
AEP;103,85;3,53;20,09;2,03;0,53;62,60;23,89;13,71;11,53;21,08;9,55;1,68;2,75;-6,69;-0,56;0,42;10,12;2,65;6,22;0,26;0,74;0,19;4,85;9,08;;51,14;5,17;-0,25;55.524.228.300,00
AEPPL;52,61;;10,17;1,03;0,27;62,60;23,89;13,71;5,84;21,08;9,55;1,68;1,39;-3,38;-0,29;0,42;10,12;2,65;6,22;0,26;0,74;0,19;4,85;9,08;;51,14;5,17;-0,13;55.524.228.300,00
AEPPZ;47,26;;9,13;0,92;0,24;62,60;23,89;13,71;5,24;21,08;9,55;1,68;1,25;-3,04;-0,26;0,42;10,12;2,65;6,22;0,26;0,74;0,19;4,85;9,08;;51,14;5,17;-0,11;55.524.228.300,00
AER;117,04;0,66;-18,70;1,41;0,31;95,89;1,91;-17,90;175,26;558,25;382,99;3,08;3,35;-6,41;-0,31;0,32;-7,53;-1,63;-0,04;0,22;0,78;0,09;8,39;12,87;;83,36;-6,28;-0,08;21.290.631.300,00
AERI;15,25;;-20,62;-4,60;2,01;89,01;-16,47;-17,09;-21,39;-25,37;-3,98;;3,52;4,45;-10,36;2,27;-22,29;-9,73;-24,60;-0,44;1,44;0,57;;;;-3,32;-0,74;0,26;753.615.350,00
AES;11,49;2,98;6,36;2,37;0,17;17,63;17,24;10,67;3,94;17,35;13,42;8,08;0,68;-5,61;-0,20;0,84;37,28;2,66;5,87;0,07;0,82;0,25;3,80;40,84;;4,87;1,82;0,04;8.229.827.568,00
AESE;1,38;;-3,79;0,60;0,56;21,13;-181,30;-201,13;-4,20;2,36;6,56;-0,93;7,62;0,66;-5,24;21,79;-15,79;-14,86;-14,23;0,94;0,06;0,07;;;;2,31;-0,36;0,03;53.937.990,00
AEY;0,36;;-0,06;0,11;0,03;26,22;-14,14;-15,52;-0,07;-0,23;-0,16;0,27;0,01;0,37;-0,13;1,11;-183,85;-47,48;-95,47;0,26;0,74;3,06;30,22;;;3,20;-5,89;0,00;538.092,00
AEYE;11,85;;-30,45;18,75;4,50;79,66;-13,20;-13,28;-30,64;-31,31;-0,67;0,41;4,04;41,56;-8,40;1,30;-61,59;-14,78;-24,98;0,24;0,76;1,11;26,74;;;0,64;-0,39;-7,00;149.001.268,00
AEZS;5,72;;-0,59;0,13;0,10;96,71;-297,50;-273,48;-0,54;4,01;4,56;-1,07;1,62;0,12;-0,80;9,86;-21,60;-16,33;-23,53;0,76;0,24;0,06;-30,06;;;44,72;-9,66;-0,01;6.944.080,00
AFBI;18,61;8,18;19,50;0,95;0,13;0,00;19,76;11,69;11,54;2,05;-9,49;-0,78;2,28;;-0,13;;4,86;0,65;4,73;0,13;0,87;0,06;24,60;72,62;;19,36;0,94;-9,53;115.774.113,00
AFG;127,12;5,91;13,27;2,41;0,35;20,87;13,21;9,66;9,70;10,83;1,12;0,28;1,28;;-0,35;;18,19;2,64;12,69;0,14;0,86;0,27;0,21;-0,22;;52,59;9,57;-1,41;10.605.950.820,00
AFGB;21,53;3,43;2,24;0,41;0,06;20,87;13,21;9,66;1,64;10,83;1,12;0,28;0,22;;-0,06;;18,19;2,64;12,69;0,14;0,86;0,27;0,21;-0,22;;52,59;9,57;-0,24;10.605.950.820,00
AFGC;19,20;3,33;2,01;0,37;0,05;20,87;13,21;9,66;1,47;10,83;1,12;0,28;0,19;;-0,05;;18,19;2,64;12,69;0,14;0,86;0,27;0,21;-0,22;;52,59;9,57;-0,21;10.605.950.820,00
AFGD;20,75;3,38;2,18;0,40;0,06;20,87;13,21;9,66;1,59;10,83;1,12;0,28;0,21;;-0,06;;18,19;2,64;12,69;0,14;0,86;0,27;0,21;-0,22;;52,59;9,57;-0,23;10.605.950.820,00
AFGE;17,08;3,28;1,79;0,33;0,05;20,87;13,21;9,66;1,31;10,83;1,12;0,28;0,17;;-0,05;;18,19;2,64;12,69;0,14;0,86;0,27;0,21;-0,22;;52,59;9,57;-0,19;10.605.950.820,00
AFI;0,35;;-0,14;0,04;0,01;11,40;-6,39;-8,16;-0,18;-2,64;-2,46;0,51;0,01;-0,42;-0,03;0,93;-26,61;-10,25;-13,51;0,39;0,61;1,26;-1,76;;;9,15;-2,43;0,01;7.622.860,00
AFL;103,79;1,52;15,61;2,13;0,47;50,45;27,19;21,27;12,21;13,45;1,23;0,21;3,32;;-0,47;;13,64;2,99;10,19;0,22;0,78;0,14;-3,23;10,50;;48,72;6,65;-3,11;56.086.512.300,00
AFMD;0,18;;-0,03;0,00;0,00;100,00;-238,36;-223,23;-0,03;779,95;779,98;-1,15;0,08;0,00;0,00;3,25;-0,14;-0,08;-0,13;0,59;0,41;0,00;-19,55;;;3.816,73;-5,28;0,00;2.950.614,00
AFRM;69,81;;-362,83;7,85;2,16;100,00;-1,80;-2,07;-415,92;-501,25;-85,33;1,61;7,50;-7,74;-2,93;0,48;-2,16;-0,60;-0,62;0,28;0,72;0,29;54,44;;;8,91;-0,19;3,99;22.565.870.000,00
AFYA;17,28;1,34;24,62;0,00;999,35;62,88;27,54;15,71;14,04;2.075,29;2.061,25;0,31;3,87;0,02;0,01;1,60;0,01;4.059,73;0,01;476.453,90;523.546,10;258,47;22,97;21,91;;8.281,35;0,71;0,63;1.570.053.456,00
AG;8,48;0,24;-41,01;2,98;2,00;32,17;2,83;-15,35;222,39;224,31;1,92;0,03;6,30;20,35;-2,39;2,46;-7,27;-4,87;-4,51;0,67;0,33;0,32;9,02;;;2,82;-0,20;0,19;4.065.714.295,00
AGBA;1,40;;-1,44;-8,20;0,74;;;;-1,46;-1,96;-0,50;;;-1,86;-1,77;0,59;-569,39;-51,50;-150,70;-0,09;1,09;0,00;;;;-0,17;-0,97;-0,16;66.243.100,00
AGBAR;0,55;;-0,57;-3,22;0,29;;;;-0,57;-1,96;-0,50;;;-0,73;-0,69;0,59;-569,39;-51,50;-150,70;-0,09;1,09;0,00;;;;-0,17;-0,97;-0,06;66.243.100,00
AGBAU;8,05;;-8,28;-47,17;4,27;;;;-8,38;-1,96;-0,50;;;-10,70;-10,15;0,59;-569,39;-51,50;-150,70;-0,09;1,09;0,00;;;;-0,17;-0,97;-0,94;66.243.100,00
AGBAW;0,21;;-0,22;-1,23;0,11;;;;-0,22;-1,96;-0,50;;;-0,28;-0,26;0,59;-569,39;-51,50;-150,70;-0,09;1,09;0,00;;;;-0,17;-0,97;-0,02;66.243.100,00
AGCO;108,89;0,80;-13,89;2,12;0,70;24,57;-9,77;-5,40;-7,67;-9,93;-2,26;0,62;0,75;4,42;-1,31;1,53;-15,29;-5,07;-16,07;0,33;0,64;0,94;5,22;;;51,06;-7,81;0,12;8.086.284.204,00
AGEN;5,57;;-0,81;-0,45;0,77;99,48;-94,68;-191,50;-1,64;-1,80;-0,16;;1,56;-0,84;-0,87;0,11;-55,75;-95,20;30,57;-1,71;2,71;0,50;-7,17;;;-12,47;-6,95;0,04;154.905.485,00
AGFS;3,00;;-4,83;0,93;0,23;67,00;-7,54;-20,60;-13,20;-29,72;-16,53;1,16;1,00;1,75;-0,30;2,39;-19,17;-4,78;-2,98;0,25;0,51;0,23;-0,26;;;3,24;-0,62;-0,01;161.152.800,00
AGI;26,93;0,28;3,31;4,24;3,15;68,72;111,22;40,61;1,21;1,19;-0,01;-0,05;1,34;48,01;-3,55;2,40;127,99;95,09;212,02;0,74;0,26;2,34;14,54;24,23;;6,36;8,14;0,00;11.325.826.222,00
AGIO;34,97;;3,04;1,38;1,30;87,52;1.917,72;1.798,26;2,85;1,59;-1,26;-0,61;54,70;2,21;-3,45;18,50;45,41;42,81;45,41;0,94;0,06;0,02;-20,91;;;25,32;11,50;-0,01;2.025.873.696,00
AGLE;11,69;;-0,17;-0,23;0,19;100,00;-22.211,64;-22.195,36;-0,17;0,69;0,86;;38,54;6,19;-12,99;1,03;-131,44;-111,92;131,63;-0,85;1,04;0,01;-14,86;;;-51,22;-67,32;0,00;47.331.641,00
AGM;199,40;2,15;12,33;1,43;0,07;0,00;92,35;11,05;1,47;-6,24;-7,72;-7,50;1,36;;-0,07;;11,63;0,56;90,20;0,05;0,95;0,05;19,53;13,59;;139,54;16,23;-7,05;2.187.405.324,00
AGMH;2,57;;-42,50;1,52;0,18;13,69;1,96;-2,20;47,76;34,39;-13,37;-0,43;0,93;1,55;-57,64;1,14;-3,58;-0,43;-1,58;0,12;0,88;0,20;114,24;;;1,67;-0,06;;5.014.722,00
AGO;85,00;1,13;9,40;0,75;0,35;98,46;68,21;45,58;6,28;6,83;0,55;0,07;4,29;;-0,35;;7,92;3,71;7,60;0,47;0,53;0,08;-1,97;-1,33;;114,08;9,04;-0,15;4.165.490.000,00
AGR;35,72;2,46;12,32;0,70;0,30;100,00;17,66;12,89;8,99;17,12;8,13;0,63;1,59;-3,98;-0,32;0,51;5,68;2,40;4,54;0,42;0,58;0,19;5,10;5,73;;51,06;2,90;0,11;13.820.460.920,00
AGRO;9,32;1,88;5,20;0,81;0,31;38,54;22,20;14,24;3,34;5,36;2,02;0,49;0,74;2,28;-0,45;1,74;15,59;5,90;14,19;0,38;0,62;0,41;11,35;206,23;;11,41;1,78;0,07;925.937.032,00
AGRX;1,51;;-0,66;-0,48;0,70;63,63;-69,67;-73,52;-0,69;-0,50;0,19;;0,48;-0,88;-20,05;0,55;-72,37;-105,98;68,58;-1,46;2,46;1,44;;;;-3,17;-2,30;0,01;10.425.795,00
AGS;12,16;;9,99;4,30;0,71;70,13;17,93;12,83;7,15;14,06;6,91;4,15;1,28;3,74;-0,95;3,97;43,03;7,12;5,94;0,17;0,83;0,55;5,32;;;2,83;1,22;0,01;504.706.880,00
AGTC;0,39;;-0,38;1,49;0,46;100,00;-20.718,46;-21.610,46;-0,39;-0,18;0,21;-0,81;81,16;2,48;-1,31;1,40;-398,02;-122,50;-178,93;0,31;0,69;0,01;-61,71;;;0,26;-1,04;-0,02;26.376.558,00
AGX;209,43;0,32;28,73;7,91;3,63;17,57;14,25;11,00;22,19;17,97;-4,21;-1,50;3,16;9,13;-53,20;1,75;27,52;12,64;27,52;0,46;0,54;1,15;29,61;;;26,68;7,34;0,18;2.876.981.128,00
AGYS;117,33;;141,43;12,35;7,56;62,40;9,86;8,43;120,92;119,12;-1,81;-0,18;11,92;262,72;-10,57;1,11;8,73;5,35;8,54;0,61;0,39;0,63;11,39;;;9,49;0,83;-1,94;3.284.748.252,00
AHAC;10,96;;-15,33;28,18;1,40;;;;-15,37;-15,32;0,04;-0,08;;579,80;-1,41;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHACU;12,07;;-16,88;31,03;1,54;;;;-16,92;-15,32;0,04;-0,08;;638,52;-1,55;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHACW;2,79;;-3,90;7,17;0,36;;;;-3,91;-15,32;0,04;-0,08;;147,59;-0,36;2,10;-183,82;-9,14;-183,38;0,05;0,17;0,00;;;;0,39;-0,71;;140.890.800,00
AHC;7,56;;-20,19;3,75;1,37;42,07;-5,04;-5,32;-21,31;-16,29;5,02;-0,88;1,07;3,03;-4,90;2,69;-18,58;-6,79;-18,58;0,37;0,63;1,28;-10,73;;;2,02;-0,37;0,11;161.862.797,88
AHCO;9,26;;14,72;0,80;0,28;19,84;7,64;2,63;5,07;12,92;7,85;1,24;0,39;7,46;-0,34;1,29;5,44;1,92;5,95;0,35;0,65;0,73;43,84;;;11,62;0,63;-0,13;1.256.364.949,00
AI;25,00;;-11,73;4,04;3,30;60,62;-73,95;-74,21;-11,77;-9,18;2,58;-0,89;8,70;4,38;-27,83;6,86;-34,44;-28,14;-34,44;0,82;0,18;0,38;19,95;;;6,24;-2,15;0,12;3.385.180.821,00
AIG;82,86;1,45;-24,85;1,15;0,30;33,04;15,44;-7,05;11,34;10,54;-0,81;-0,08;1,75;;-0,30;;-4,64;-1,19;6,07;0,26;0,74;0,17;-11,34;;;71,89;-3,33;0,18;47.754.728.658,00
AIH;0,37;;-0,33;-0,61;0,20;60,34;-6,23;-36,77;-1,96;-3,21;-1,25;;0,12;-0,26;-0,24;0,18;-185,19;-59,07;85,10;-0,32;1,32;1,61;-3,50;;;-0,60;-1,12;0,00;17.681.560,00
